perm_pos,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17
41,0.5882352941176471,0.8235294117647058,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.6470588235294118,0.5294117647058824,0.47058823529411764,0.7647058823529411,0.23529411764705882,0.7058823529411765,1.0,0.058823529411764705,0.9411764705882353,0.4117647058823529,0.0,0.17647058823529413,0.8823529411764706
42,0.0,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.5882352941176471,0.5294117647058824,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.6470588235294118,0.058823529411764705,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.8823529411764706,1.0,0.29411764705882354
43,0.9411764705882353,0.0,0.7058823529411765,0.5882352941176471,0.47058823529411764,0.7647058823529411,0.23529411764705882,0.6470588235294118,0.29411764705882354,0.4117647058823529,1.0,0.11764705882352941,0.35294117647058826,0.8235294117647058,0.5294117647058824,0.8823529411764706,0.17647058823529413,0.058823529411764705
44,0.4117647058823529,0.23529411764705882,1.0,0.6470588235294118,0.0,0.11764705882352941,0.058823529411764705,0.9411764705882353,0.7647058823529411,0.47058823529411764,0.5294117647058824,0.17647058823529413,0.7058823529411765,0.8823529411764706,0.5882352941176471,0.35294117647058826,0.8235294117647058,0.29411764705882354
45,0.11764705882352941,0.17647058823529413,0.35294117647058826,0.0,0.058823529411764705,0.7058823529411765,0.6470588235294118,0.4117647058823529,0.8235294117647058,1.0,0.23529411764705882,0.9411764705882353,0.5294117647058824,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.29411764705882354,0.47058823529411764
46,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.9411764705882353,0.5882352941176471,0.8823529411764706,0.058823529411764705,0.6470588235294118,0.47058823529411764,0.5294117647058824,1.0,0.7058823529411765,0.0,0.11764705882352941,0.7647058823529411,0.17647058823529413,0.8235294117647058,0.4117647058823529
47,0.9411764705882353,0.4117647058823529,0.5294117647058824,0.058823529411764705,0.8823529411764706,0.0,0.35294117647058826,0.47058823529411764,0.6470588235294118,1.0,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.7058823529411765,0.5882352941176471,0.8235294117647058,0.7647058823529411,0.17647058823529413
48,0.8235294117647058,0.6470588235294118,0.0,0.058823529411764705,0.7647058823529411,0.8823529411764706,0.5294117647058824,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.9411764705882353,0.5882352941176471,0.47058823529411764,0.35294117647058826,1.0,0.29411764705882354,0.4117647058823529,0.23529411764705882
49,0.058823529411764705,0.11764705882352941,1.0,0.8823529411764706,0.0,0.17647058823529413,0.7058823529411765,0.9411764705882353,0.8235294117647058,0.6470588235294118,0.5294117647058824,0.5882352941176471,0.7647058823529411,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.29411764705882354,0.23529411764705882
50,0.29411764705882354,0.7058823529411765,0.6470588235294118,1.0,0.8235294117647058,0.0,0.9411764705882353,0.35294117647058826,0.47058823529411764,0.11764705882352941,0.7647058823529411,0.5294117647058824,0.4117647058823529,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.8823529411764706,0.5882352941176471
51,0.058823529411764705,0.9411764705882353,0.0,0.47058823529411764,0.8235294117647058,0.29411764705882354,0.35294117647058826,0.8823529411764706,0.11764705882352941,1.0,0.23529411764705882,0.7647058823529411,0.4117647058823529,0.6470588235294118,0.7058823529411765,0.5882352941176471,0.5294117647058824,0.17647058823529413
52,0.5882352941176471,0.6470588235294118,0.7058823529411765,0.35294117647058826,0.8823529411764706,0.0,0.23529411764705882,0.9411764705882353,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.8235294117647058,0.7647058823529411,0.11764705882352941,1.0
53,0.6470588235294118,0.7647058823529411,0.11764705882352941,0.0,0.47058823529411764,0.5294117647058824,0.5882352941176471,0.8235294117647058,1.0,0.7058823529411765,0.17647058823529413,0.4117647058823529,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.8823529411764706,0.9411764705882353,0.23529411764705882
54,0.35294117647058826,1.0,0.5882352941176471,0.29411764705882354,0.6470588235294118,0.9411764705882353,0.47058823529411764,0.7058823529411765,0.8235294117647058,0.5294117647058824,0.7647058823529411,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.0,0.8823529411764706,0.17647058823529413,0.11764705882352941
55,0.4117647058823529,0.11764705882352941,0.23529411764705882,1.0,0.6470588235294118,0.9411764705882353,0.8235294117647058,0.7058823529411765,0.47058823529411764,0.0,0.8823529411764706,0.7647058823529411,0.29411764705882354,0.17647058823529413,0.5294117647058824,0.5882352941176471,0.058823529411764705,0.35294117647058826
56,0.8823529411764706,0.058823529411764705,0.0,0.47058823529411764,0.35294117647058826,0.4117647058823529,0.5882352941176471,0.6470588235294118,0.7058823529411765,0.17647058823529413,0.8235294117647058,0.23529411764705882,1.0,0.7647058823529411,0.11764705882352941,0.5294117647058824,0.9411764705882353,0.29411764705882354
57,0.5882352941176471,0.6470588235294118,0.4117647058823529,0.47058823529411764,0.9411764705882353,0.11764705882352941,0.058823529411764705,0.8235294117647058,0.17647058823529413,0.8823529411764706,0.23529411764705882,0.7647058823529411,0.35294117647058826,0.0,0.7058823529411765,0.5294117647058824,0.29411764705882354,1.0
58,0.058823529411764705,0.17647058823529413,0.7058823529411765,1.0,0.5882352941176471,0.23529411764705882,0.4117647058823529,0.6470588235294118,0.5294117647058824,0.11764705882352941,0.8235294117647058,0.35294117647058826,0.0,0.7647058823529411,0.9411764705882353,0.29411764705882354,0.47058823529411764,0.8823529411764706
59,0.4117647058823529,0.7647058823529411,0.35294117647058826,0.17647058823529413,0.8823529411764706,0.5882352941176471,0.9411764705882353,0.11764705882352941,0.5294117647058824,0.0,0.29411764705882354,0.23529411764705882,1.0,0.8235294117647058,0.058823529411764705,0.7058823529411765,0.6470588235294118,0.47058823529411764
60,0.11764705882352941,0.29411764705882354,0.0,0.4117647058823529,0.23529411764705882,0.8235294117647058,0.5882352941176471,0.5294117647058824,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8823529411764706,0.7058823529411765,0.6470588235294118,0.47058823529411764,0.9411764705882353,0.35294117647058826,1.0
61,0.4117647058823529,1.0,0.5294117647058824,0.0,0.29411764705882354,0.23529411764705882,0.7058823529411765,0.47058823529411764,0.11764705882352941,0.17647058823529413,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.6470588235294118,0.058823529411764705,0.8823529411764706,0.5882352941176471,0.35294117647058826
62,0.8235294117647058,0.47058823529411764,0.7058823529411765,1.0,0.11764705882352941,0.23529411764705882,0.6470588235294118,0.4117647058823529,0.0,0.29411764705882354,0.5882352941176471,0.7647058823529411,0.5294117647058824,0.35294117647058826,0.8823529411764706,0.058823529411764705,0.9411764705882353,0.17647058823529413
63,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.4117647058823529,0.11764705882352941,0.35294117647058826,0.29411764705882354,0.6470588235294118,0.5882352941176471,0.058823529411764705,1.0,0.7647058823529411,0.9411764705882353,0.0,0.17647058823529413,0.8235294117647058,0.7058823529411765,0.8823529411764706
64,0.5882352941176471,0.0,0.7647058823529411,0.9411764705882353,0.6470588235294118,0.47058823529411764,0.29411764705882354,0.8235294117647058,0.23529411764705882,0.4117647058823529,0.5294117647058824,0.7058823529411765,0.058823529411764705,1.0,0.11764705882352941,0.17647058823529413,0.8823529411764706,0.35294117647058826
65,0.0,0.7058823529411765,0.8235294117647058,0.47058823529411764,0.35294117647058826,0.8823529411764706,0.5882352941176471,0.4117647058823529,0.17647058823529413,0.6470588235294118,0.058823529411764705,0.5294117647058824,0.29411764705882354,0.9411764705882353,0.7647058823529411,0.23529411764705882,1.0,0.11764705882352941
66,0.8823529411764706,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.6470588235294118,0.17647058823529413,0.11764705882352941,0.7058823529411765,0.9411764705882353,0.29411764705882354,0.5882352941176471,0.23529411764705882,0.7647058823529411,0.058823529411764705,1.0,0.0,0.5294117647058824,0.8235294117647058
67,0.23529411764705882,0.6470588235294118,0.29411764705882354,0.8235294117647058,0.4117647058823529,0.47058823529411764,0.7647058823529411,0.7058823529411765,1.0,0.8823529411764706,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.5294117647058824,0.9411764705882353,0.0,0.5882352941176471,0.35294117647058826
68,0.17647058823529413,1.0,0.11764705882352941,0.7058823529411765,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.0,0.058823529411764705,0.8823529411764706,0.35294117647058826,0.47058823529411764,0.8235294117647058,0.5294117647058824,0.7647058823529411,0.9411764705882353,0.6470588235294118,0.23529411764705882
69,0.0,0.8823529411764706,0.6470588235294118,0.11764705882352941,0.5294117647058824,0.7647058823529411,0.4117647058823529,0.29411764705882354,0.23529411764705882,1.0,0.35294117647058826,0.7058823529411765,0.17647058823529413,0.47058823529411764,0.9411764705882353,0.5882352941176471,0.058823529411764705,0.8235294117647058
70,0.11764705882352941,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.7647058823529411,1.0,0.35294117647058826,0.5294117647058824,0.9411764705882353,0.17647058823529413,0.47058823529411764,0.7058823529411765,0.8235294117647058,0.0,0.058823529411764705,0.8823529411764706,0.29411764705882354,0.6470588235294118
71,1.0,0.23529411764705882,0.0,0.8823529411764706,0.5294117647058824,0.7647058823529411,0.47058823529411764,0.8235294117647058,0.9411764705882353,0.058823529411764705,0.7058823529411765,0.6470588235294118,0.5882352941176471,0.4117647058823529,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.35294117647058826
72,0.4117647058823529,0.5294117647058824,0.9411764705882353,0.23529411764705882,0.7058823529411765,0.058823529411764705,0.5882352941176471,1.0,0.29411764705882354,0.0,0.6470588235294118,0.7647058823529411,0.11764705882352941,0.17647058823529413,0.8823529411764706,0.8235294117647058,0.47058823529411764,0.35294117647058826
73,0.29411764705882354,0.11764705882352941,0.47058823529411764,0.23529411764705882,0.9411764705882353,0.7647058823529411,0.5294117647058824,0.8235294117647058,0.5882352941176471,0.4117647058823529,0.7058823529411765,0.6470588235294118,0.8823529411764706,0.35294117647058826,0.058823529411764705,0.0,0.17647058823529413,1.0
74,0.35294117647058826,0.6470588235294118,0.23529411764705882,0.7647058823529411,0.0,0.7058823529411765,0.9411764705882353,0.8235294117647058,0.47058823529411764,0.4117647058823529,0.5882352941176471,1.0,0.5294117647058824,0.29411764705882354,0.8823529411764706,0.058823529411764705,0.11764705882352941,0.17647058823529413
75,0.8823529411764706,0.4117647058823529,1.0,0.6470588235294118,0.29411764705882354,0.7058823529411765,0.9411764705882353,0.23529411764705882,0.058823529411764705,0.5294117647058824,0.0,0.47058823529411764,0.7647058823529411,0.17647058823529413,0.11764705882352941,0.8235294117647058,0.35294117647058826,0.5882352941176471
76,0.9411764705882353,0.47058823529411764,0.7647058823529411,0.058823529411764705,1.0,0.0,0.17647058823529413,0.29411764705882354,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.35294117647058826,0.5294117647058824,0.8235294117647058,0.7058823529411765,0.6470588235294118,0.4117647058823529,0.5882352941176471
77,1.0,0.5294117647058824,0.7647058823529411,0.35294117647058826,0.23529411764705882,0.9411764705882353,0.6470588235294118,0.4117647058823529,0.8823529411764706,0.47058823529411764,0.11764705882352941,0.7058823529411765,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.5882352941176471,0.0,0.8235294117647058
78,0.7058823529411765,1.0,0.0,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.5294117647058824,0.8235294117647058,0.23529411764705882,0.8823529411764706,0.7647058823529411,0.17647058823529413,0.6470588235294118,0.058823529411764705,0.5882352941176471,0.47058823529411764,0.9411764705882353,0.4117647058823529
79,0.11764705882352941,0.0,0.9411764705882353,0.35294117647058826,1.0,0.5294117647058824,0.47058823529411764,0.29411764705882354,0.5882352941176471,0.7647058823529411,0.7058823529411765,0.23529411764705882,0.17647058823529413,0.6470588235294118,0.4117647058823529,0.8235294117647058,0.058823529411764705,0.8823529411764706
80,0.058823529411764705,0.4117647058823529,0.35294117647058826,0.7647058823529411,0.17647058823529413,0.6470588235294118,0.9411764705882353,0.8235294117647058,0.23529411764705882,0.47058823529411764,0.11764705882352941,0.0,0.5294117647058824,0.8823529411764706,0.5882352941176471,0.29411764705882354,0.7058823529411765,1.0
81,0.4117647058823529,0.7647058823529411,0.9411764705882353,0.11764705882352941,0.35294117647058826,0.5294117647058824,0.6470588235294118,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.0,0.29411764705882354,0.5882352941176471,0.8235294117647058,0.7058823529411765,1.0,0.8823529411764706,0.47058823529411764
82,0.7058823529411765,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.6470588235294118,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.5882352941176471,0.35294117647058826,0.9411764705882353,0.0,1.0,0.5294117647058824,0.8235294117647058,0.7647058823529411,0.8823529411764706
83,0.17647058823529413,0.6470588235294118,0.11764705882352941,0.9411764705882353,0.5882352941176471,0.7058823529411765,0.4117647058823529,1.0,0.7647058823529411,0.5294117647058824,0.29411764705882354,0.8823529411764706,0.23529411764705882,0.8235294117647058,0.0,0.058823529411764705,0.47058823529411764,0.35294117647058826
84,1.0,0.0,0.47058823529411764,0.23529411764705882,0.7058823529411765,0.9411764705882353,0.11764705882352941,0.058823529411764705,0.8823529411764706,0.17647058823529413,0.29411764705882354,0.8235294117647058,0.7647058823529411,0.35294117647058826,0.5882352941176471,0.4117647058823529,0.6470588235294118,0.5294117647058824
85,0.17647058823529413,0.0,1.0,0.11764705882352941,0.47058823529411764,0.6470588235294118,0.8823529411764706,0.7058823529411765,0.29411764705882354,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.23529411764705882,0.35294117647058826,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.5882352941176471
86,0.17647058823529413,0.9411764705882353,0.8823529411764706,0.0,0.8235294117647058,1.0,0.6470588235294118,0.7647058823529411,0.058823529411764705,0.5294117647058824,0.7058823529411765,0.4117647058823529,0.47058823529411764,0.5882352941176471,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.11764705882352941
87,0.6470588235294118,0.35294117647058826,0.29411764705882354,1.0,0.7058823529411765,0.058823529411764705,0.5294117647058824,0.0,0.8235294117647058,0.9411764705882353,0.7647058823529411,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.4117647058823529,0.8823529411764706,0.23529411764705882,0.5882352941176471
88,0.8823529411764706,0.11764705882352941,0.6470588235294118,0.9411764705882353,0.35294117647058826,0.0,0.7058823529411765,0.8235294117647058,0.47058823529411764,0.29411764705882354,1.0,0.7647058823529411,0.5294117647058824,0.5882352941176471,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.23529411764705882
