perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives
21,0.5,30.78241366332125,3,6,2,0.5,0.31258557654674357,0.0,0.0,0.0,0.0
22,0.6785714285714286,39.24107263732887,4,7,1,0.32142857142857145,0.20279723574693698,0.0,0.0,0.0,0.0
23,0.35714285714285715,20.342529684302786,4,4,2,0.6428571428571429,0.4044562064667351,0.0,0.0,0.0,0.0
24,0.5,30.413434542488165,3,6,2,0.5,0.3127334054943588,0.0,0.0,0.0,0.0
25,0.6428571428571429,38.636652878969464,4,7,1,0.35714285714285715,0.22437738376197913,0.0,0.0,0.0,0.0
26,0.42857142857142855,20.06965411379893,3,7,3,0.5714285714285714,0.3618417924313393,0.0,0.0,0.0,0.0
27,0.6071428571428571,38.03162329655012,3,6,2,0.39285714285714285,0.24596238625985933,0.0,0.0,0.0,0.0
28,0.21428571428571427,12.188682993470003,2,4,2,0.7857142857142857,0.501757604296982,0.0,0.0,0.0,0.0
29,0.25,10.673689997734849,2,4,3,0.75,0.48426508671016755,0.0,0.0,0.0,0.0
30,0.42857142857142855,23.277400642111054,5,4,1,0.5714285714285714,0.359333371342089,0.0,0.0,0.0,0.0
31,0.4642857142857143,26.86841305899549,4,7,2,0.5357142857142857,0.33578173890722285,0.0,0.0,0.0,0.0
32,0.9642857142857143,52.28587946221842,6,7,2,0.03571428571428571,0.028935250572032167,0.0,0.0,0.0,0.0
33,0.6785714285714286,38.03162329655012,5,6,1,0.32142857142857145,0.20310524340271652,0.0,0.0,0.0,0.0
34,0.5,27.708116095518918,3,6,2,0.5,0.31393334200924583,0.0,0.0,0.0,0.0
35,0.32142857142857145,20.216985822401632,3,6,2,0.6785714285714286,0.42599567645226466,0.0,0.0,0.0,0.0
36,0.5,27.889903485431756,4,5,1,0.5,0.3138456675773149,0.0,0.0,0.0,0.0
37,0.75,46.663112381412866,5,7,1,0.25,0.15839223416211468,0.0,0.0,0.0,0.0
38,0.42857142857142855,21.679398265513225,3,6,1,0.5714285714285714,0.36049429510065045,0.0,0.0,0.0,0.0
39,0.4642857142857143,33.36782565849286,4,5,1,0.5357142857142857,0.33306736417544835,0.0,0.0,0.0,0.0
40,0.6071428571428571,38.03162329655012,4,6,2,0.39285714285714285,0.24596238625985933,0.0,0.0,0.0,0.0
41,0.5357142857142857,25.983617863811933,4,7,2,0.4642857142857143,0.2933952376699278,0.0,0.0,0.0,0.0
42,0.32142857142857145,15.390687613968876,4,4,2,0.6785714285714286,0.4315469583874627,0.0,0.0,0.0,0.0
43,0.2857142857142857,17.58722490899689,2,5,3,0.7142857142857143,0.45009158566633656,0.0,0.0,0.0,0.0
44,0.35714285714285715,18.68714602152671,3,5,2,0.6428571428571429,0.40603211134338524,0.0,0.0,0.0,0.0
45,0.4642857142857143,30.206163149598474,3,5,2,0.5357142857142857,0.3342465522255842,0.0,0.0,0.0,0.0
46,0.6071428571428571,41.31768732819266,4,6,1,0.39285714285714285,0.24516659809841523,0.0,0.0,0.0,0.0
47,0.5714285714285714,37.69870983044465,4,5,2,0.42857142857142855,0.26747911904286803,0.0,0.0,0.0,0.0
48,0.4642857142857143,30.512267238690722,3,6,1,0.5357142857142857,0.3341220408311436,0.0,0.0,0.0,0.0
49,0.32142857142857145,20.216985822401632,3,6,2,0.6785714285714286,0.42599567645226466,0.0,0.0,0.0,0.0
50,0.5,33.36782565849286,3,5,2,0.5,0.3116387927468769,0.0,0.0,0.0,0.0
51,0.07142857142857142,4.305332978285126,1,2,3,0.9285714285714286,0.6325386902860757,0.0,0.0,0.0,0.0
52,0.42857142857142855,21.53176437484645,3,5,1,0.5714285714285714,0.3606098582391013,0.0,0.0,0.0,0.0
53,0.7142857142857143,43.46021508292231,3,7,2,0.2857142857142857,0.18042537900707645,0.0,0.0,0.0,0.0
54,0.7142857142857143,43.04632230140469,3,7,3,0.2857142857142857,0.18050991986131537,0.0,0.0,0.0,0.0
55,0.6428571428571429,33.40388586981071,3,7,2,0.35714285714285715,0.22591230790695982,0.0,0.0,0.0,0.0
56,0.75,46.54477718910709,5,7,2,0.25,0.15841312176959033,0.0,0.0,0.0,0.0
57,0.6071428571428571,34.51885361601217,5,6,1,0.39285714285714285,0.24697591043687184,0.0,0.0,0.0,0.0
58,0.4642857142857143,24.326594853332427,4,6,2,0.5357142857142857,0.3372222461138743,0.0,0.0,0.0,0.0
59,0.35714285714285715,17.68345785422266,4,5,1,0.6428571428571429,0.4071235988682529,0.0,0.0,0.0,0.0
60,0.5,30.112510360693854,4,6,1,0.5,0.3128565646218423,0.0,0.0,0.0,0.0
61,0.5,27.03821846553481,5,7,1,0.5,0.31426624164768846,0.0,0.0,0.0,0.0
62,0.39285714285714285,23.161505988894007,4,4,1,0.6071428571428571,0.38084097372127523,0.0,0.0,0.0,0.0
63,0.5714285714285714,35.025480050812064,3,6,3,0.42857142857142855,0.26824610960294426,0.0,0.0,0.0,0.0
64,0.6428571428571429,46.00174702167945,3,6,2,0.35714285714285715,0.22279603624918298,0.0,0.0,0.0,0.0
65,0.5,34.180095036879166,3,7,4,0.5,0.31137006593019945,0.0,0.0,0.0,0.0
66,0.7857142857142857,43.502851820971955,5,7,2,0.21428571428571427,0.13755961660057192,0.0,0.0,0.0,0.0
67,0.42857142857142855,24.09908846848759,3,6,2,0.5714285714285714,0.3587939765992212,0.0,0.0,0.0,0.0
68,0.6071428571428571,38.229140647121575,3,6,2,0.39285714285714285,0.24591078743218275,0.0,0.0,0.0,0.0
69,0.32142857142857145,17.418772258434736,4,5,1,0.6785714285714286,0.42885983123795857,0.0,0.0,0.0,0.0
70,0.8214285714285714,47.33517168733523,5,7,2,0.17857142857142858,0.11541840445212237,0.0,0.0,0.0,0.0
71,0.4642857142857143,24.82863287324937,3,7,2,0.5357142857142857,0.336915260250351,0.0,0.0,0.0,0.0
72,0.42857142857142855,26.286978242670685,4,4,1,0.5714285714285714,0.35751614967140743,0.0,0.0,0.0,0.0
73,0.5714285714285714,41.45915492122031,3,6,1,0.42857142857142855,0.2665636758271237,0.0,0.0,0.0,0.0
74,0.6071428571428571,31.81316181090686,5,7,1,0.39285714285714285,0.24790451603421304,0.0,0.0,0.0,0.0
75,0.5,34.246344009405234,2,5,2,0.5,0.3113486947722368,0.0,0.0,0.0,0.0
76,0.75,46.36698994200489,5,6,1,0.25,0.1584446995785409,0.0,0.0,0.0,0.0
77,0.7142857142857143,42.607087845261454,4,6,2,0.2857142857142857,0.18060139217320326,0.0,0.0,0.0,0.0
78,0.5357142857142857,31.589682688634003,3,6,3,0.4642857142857143,0.2908452516651252,0.0,0.0,0.0,0.0
79,0.5357142857142857,31.552370583275664,4,5,1,0.4642857142857143,0.29085932013916294,0.0,0.0,0.0,0.0
80,0.39285714285714285,23.64904537373123,3,5,1,0.6071428571428571,0.3805135232712211,0.0,0.0,0.0,0.0
81,0.4642857142857143,27.145352414310654,4,5,1,0.5357142857142857,0.3356405093042051,0.0,0.0,0.0,0.0
82,0.35714285714285715,23.277400642111054,3,4,2,0.6428571428571429,0.4021905141992318,0.0,0.0,0.0,0.0
83,0.17857142857142858,11.021414862188138,3,2,2,0.8214285714285714,0.5261310964296253,0.0,0.0,0.0,0.0
84,0.5714285714285714,45.25629272263452,2,5,3,0.42857142857142855,0.2657903292262451,0.0,0.0,0.0,0.0
85,0.6428571428571429,42.678115949279004,3,6,2,0.35714285714285715,0.2234436184513724,0.0,0.0,0.0,0.0
86,0.6428571428571429,42.08796893283663,3,7,2,0.35714285714285715,0.22356904812360057,0.0,0.0,0.0,0.0
87,0.5714285714285714,32.05671440865285,3,7,2,0.42857142857142855,0.26924327326574016,0.0,0.0,0.0,0.0
88,0.39285714285714285,23.027962726571083,4,5,2,0.6071428571428571,0.380932984990761,0.0,0.0,0.0,0.0
89,0.5357142857142857,33.78739901083196,4,6,2,0.4642857142857143,0.2900698449915653,0.0,0.0,0.0,0.0
90,0.75,35.69935500524037,6,6,1,0.25,0.16089937411550914,0.0,0.0,0.0,0.0
91,0.5,27.320364674522533,4,6,1,0.5,0.31412411191017764,0.0,0.0,0.0,0.0
92,0.35714285714285715,23.36900074550155,2,5,3,0.6428571428571429,0.4021285820646947,0.0,0.0,0.0,0.0
93,0.6428571428571429,41.80643888303724,3,6,2,0.35714285714285715,0.22363010289727203,0.0,0.0,0.0,0.0
94,0.5357142857142857,28.075262201525113,4,7,1,0.4642857142857143,0.29232882815144057,0.0,0.0,0.0,0.0
95,0.7142857142857143,46.39511935866602,4,7,1,0.2857142857142857,0.17986825900426817,0.0,0.0,0.0,0.0
96,0.5357142857142857,33.78234962459653,3,5,1,0.4642857142857143,0.2900715142274344,0.0,0.0,0.0,0.0
97,0.6428571428571429,38.631933024870776,4,6,1,0.35714285714285715,0.2243785856010998,0.0,0.0,0.0,0.0
98,0.32142857142857145,20.67469052516657,2,4,2,0.6785714285714286,0.42559756123819625,0.0,0.0,0.0,0.0
99,0.21428571428571427,11.329688136163263,3,2,1,0.7857142857142857,0.5038705923120348,0.0,0.0,0.0,0.0
100,0.5,27.848365108436965,4,6,1,0.5,0.3138656037697962,0.0,0.0,0.0,0.0
101,0.39285714285714285,20.67469052516657,4,4,1,0.6071428571428571,0.38274041838105344,0.0,0.0,0.0,0.0
102,0.35714285714285715,20.70797729730682,4,6,1,0.6428571428571429,0.4041406915706077,0.0,0.0,0.0,0.0
103,0.75,43.67011292341819,5,7,1,0.25,0.15895453299358686,0.0,0.0,0.0,0.0
104,0.5714285714285714,37.755615386110954,3,6,2,0.42857142857142855,0.2674639421266696,0.0,0.0,0.0,0.0
105,0.5714285714285714,38.09910151417627,4,5,1,0.42857142857142855,0.26737327125748767,0.0,0.0,0.0,0.0
106,0.5,34.28987367579762,3,6,2,0.5,0.3113346962835497,0.0,0.0,0.0,0.0
107,0.6071428571428571,35.00147461079042,3,7,2,0.39285714285714285,0.24682494171725144,0.0,0.0,0.0,0.0
108,0.6071428571428571,38.42820014232233,4,5,2,0.39285714285714285,0.2458593087829557,0.0,0.0,0.0,0.0
109,0.6785714285714286,42.25669402162508,5,6,1,0.32142857142857145,0.2021042665462539,0.0,0.0,0.0,0.0
110,0.6071428571428571,38.229140647121575,4,6,2,0.39285714285714285,0.24591078743218275,0.0,0.0,0.0,0.0
111,0.5357142857142857,27.532373849021806,5,5,1,0.4642857142857143,0.29259059157961675,0.0,0.0,0.0,0.0
112,0.35714285714285715,19.800968213320793,4,3,2,0.6428571428571429,0.4049441598190806,0.0,0.0,0.0,0.0
113,0.5357142857142857,27.9700983174894,5,6,1,0.4642857142857143,0.2923787686645245,0.0,0.0,0.0,0.0
114,0.5,27.979025726297834,3,7,2,0.5,0.3138030865418988,0.0,0.0,0.0,0.0
115,0.39285714285714285,20.703581945064453,3,5,2,0.6071428571428571,0.3827158518092102,0.0,0.0,0.0,0.0
116,0.75,47.031015431923095,4,7,1,0.25,0.15832795218678952,0.0,0.0,0.0,0.0
117,0.75,43.67575408413474,3,7,2,0.25,0.1589534023140764,0.0,0.0,0.0,0.0
118,0.5714285714285714,34.10090255641697,4,6,1,0.42857142857142855,0.26853857551098426,0.0,0.0,0.0,0.0
119,0.39285714285714285,23.14370135309731,4,5,2,0.6071428571428571,0.3808531823035659,0.0,0.0,0.0,0.0
120,0.39285714285714285,21.20128028019969,3,6,2,0.6071428571428571,0.38230269325952326,0.0,0.0,0.0,0.0
121,0.42857142857142855,23.85757058456411,3,5,1,0.5714285714285714,0.35894881998380423,0.0,0.0,0.0,0.0
122,0.5714285714285714,34.515114410542765,4,7,1,0.42857142857142855,0.26840566754453954,0.0,0.0,0.0,0.0
123,0.35714285714285715,23.440961729897317,3,4,2,0.6428571428571429,0.4020802538140885,0.0,0.0,0.0,0.0
124,0.42857142857142855,29.411068503618917,4,4,1,0.5714285714285714,0.3560102486071891,0.0,0.0,0.0,0.0
125,0.5357142857142857,25.624560123941855,4,6,1,0.4642857142857143,0.29359515095925137,0.0,0.0,0.0,0.0
126,0.25,13.882562474929513,4,3,2,0.75,0.47687709194393246,0.0,0.0,0.0,0.0
127,0.21428571428571427,10.115681891501875,2,4,3,0.7857142857142857,0.5074137681897172,0.0,0.0,0.0,0.0
128,0.7142857142857143,43.03016096663505,4,6,2,0.2857142857142857,0.18051325318349642,0.0,0.0,0.0,0.0
129,0.6785714285714286,38.36578783635404,5,6,1,0.32142857142857145,0.2030182503056417,0.0,0.0,0.0,0.0
130,0.8571428571428571,51.48533711398904,4,7,2,0.14285714285714285,0.09333546187499642,0.0,0.0,0.0,0.0
131,0.2857142857142857,17.418772258434736,3,5,4,0.7142857142857143,0.45028840266653003,0.0,0.0,0.0,0.0
132,0.39285714285714285,22.77394385845524,4,4,2,0.6071428571428571,0.38111085707150993,0.0,0.0,0.0,0.0
133,0.5,27.532373849021806,4,5,1,0.5,0.3140191630081881,0.0,0.0,0.0,0.0
134,0.5,31.148000528781267,3,5,1,0.5,0.31244245344720234,0.0,0.0,0.0,0.0
135,0.6071428571428571,34.42059712741443,3,6,2,0.39285714285714285,0.24700715010505603,0.0,0.0,0.0,0.0
136,0.6428571428571429,38.87238314461306,3,6,2,0.35714285714285715,0.22431772061323274,0.0,0.0,0.0,0.0
137,0.35714285714285715,18.222179461156845,4,5,2,0.6428571428571429,0.4065235805608092,0.0,0.0,0.0,0.0
138,0.6071428571428571,41.77501130323193,3,7,3,0.39285714285714285,0.24506553981833257,0.0,0.0,0.0,0.0
139,0.35714285714285715,22.86508071240272,2,5,3,0.6428571428571429,0.4024751760217766,0.0,0.0,0.0,0.0
140,0.4642857142857143,27.685976877553557,3,7,2,0.5357142857142857,0.33537266689052503,0.0,0.0,0.0,0.0
141,0.6071428571428571,34.67969310903788,4,7,1,0.39285714285714285,0.2469251444730085,0.0,0.0,0.0,0.0
142,0.35714285714285715,18.433911825664342,3,6,1,0.6428571428571429,0.4062968634057087,0.0,0.0,0.0,0.0
143,0.6785714285714286,42.607087845261454,3,6,2,0.32142857142857145,0.20202996360177472,0.0,0.0,0.0,0.0
144,0.35714285714285715,20.83410836038623,3,4,2,0.6428571428571429,0.4040342460899392,0.0,0.0,0.0,0.0
145,0.39285714285714285,24.157001578431338,3,5,1,0.6071428571428571,0.38018586036444824,0.0,0.0,0.0,0.0
146,0.4642857142857143,29.632772303425615,3,5,2,0.5357142857142857,0.3344864819577882,0.0,0.0,0.0,0.0
147,0.42857142857142855,29.50881760789725,3,5,2,0.5714285714285714,0.3559681065510114,0.0,0.0,0.0,0.0
148,0.32142857142857145,22.658633523753885,3,4,2,0.6785714285714286,0.4240500043624288,0.0,0.0,0.0,0.0
149,0.32142857142857145,18.501165697611928,3,7,3,0.6785714285714286,0.42765445148559855,0.0,0.0,0.0,0.0
150,0.4642857142857143,27.15004609173647,4,6,1,0.5357142857142857,0.3356381396366115,0.0,0.0,0.0,0.0
151,0.6428571428571429,41.9431477317274,4,6,2,0.35714285714285715,0.2236003551802026,0.0,0.0,0.0,0.0
152,0.5357142857142857,30.33593128018524,4,6,1,0.4642857142857143,0.2913363276396408,0.0,0.0,0.0,0.0
153,0.21428571428571427,13.71902532794043,2,3,2,0.7857142857142857,0.4986042838883291,0.0,0.0,0.0,0.0
154,0.35714285714285715,20.70797729730682,3,6,2,0.6428571428571429,0.4041406915706077,0.0,0.0,0.0,0.0
155,0.5714285714285714,37.372295265534355,4,5,1,0.42857142857142855,0.26756704462583203,0.0,0.0,0.0,0.0
156,0.6071428571428571,34.10090255641697,5,6,1,0.39285714285714285,0.2471100040824128,0.0,0.0,0.0,0.0
157,0.39285714285714285,24.064663437204366,3,4,2,0.6071428571428571,0.38024443645256634,0.0,0.0,0.0,0.0
158,0.6428571428571429,35.30960234521291,4,6,1,0.35714285714285715,0.22530208390047912,0.0,0.0,0.0,0.0
159,0.4642857142857143,27.145352414310654,3,5,2,0.5357142857142857,0.3356405093042051,0.0,0.0,0.0,0.0
160,0.4642857142857143,30.112510360693854,4,6,1,0.5357142857142857,0.33428513605041377,0.0,0.0,0.0,0.0
161,0.10714285714285714,6.32237042542696,2,2,2,0.8928571428571429,0.5903414046334541,0.0,0.0,0.0,0.0
162,0.39285714285714285,24.157001578431338,3,5,2,0.6071428571428571,0.38018586036444824,0.0,0.0,0.0,0.0
163,0.6428571428571429,38.11439480454357,4,7,2,0.35714285714285715,0.22451212842298562,0.0,0.0,0.0,0.0
164,0.7857142857142857,46.5505999756828,5,7,1,0.21428571428571427,0.1369835201161106,0.0,0.0,0.0,0.0
165,0.25,17.390731075169807,1,4,3,0.75,0.47175008695222875,0.0,0.0,0.0,0.0
166,0.2857142857142857,13.405459917042501,2,5,3,0.7142857142857143,0.45633867809372786,0.0,0.0,0.0,0.0
167,0.6071428571428571,41.80091387010803,3,6,2,0.39285714285714285,0.24505988055868366,0.0,0.0,0.0,0.0
168,0.5714285714285714,32.270680812560556,2,6,2,0.42857142857142855,0.2691654545238218,0.0,0.0,0.0,0.0
169,0.42857142857142855,22.041880710512224,4,7,1,0.5714285714285714,0.3602168369300972,0.0,0.0,0.0,0.0
170,0.32142857142857145,20.604661642419263,2,5,3,0.6785714285714286,0.42565737991671204,0.0,0.0,0.0,0.0
171,0.4642857142857143,33.265807155438765,2,4,2,0.5357142857142857,0.3331020159846998,0.0,0.0,0.0,0.0
172,0.39285714285714285,23.027962726571083,4,5,1,0.6071428571428571,0.380932984990761,0.0,0.0,0.0,0.0
173,0.6071428571428571,38.11439480454357,3,7,3,0.39285714285714285,0.2459406998515572,0.0,0.0,0.0,0.0
174,0.32142857142857145,18.02459359416035,3,4,1,0.6785714285714286,0.4281682734294253,0.0,0.0,0.0,0.0
175,0.5,28.188346101344358,3,6,1,0.5,0.3137040995269539,0.0,0.0,0.0,0.0
176,0.5357142857142857,31.557295896127002,4,6,1,0.4642857142857143,0.2908574612098942,0.0,0.0,0.0,0.0
177,0.14285714285714285,6.623475034061212,3,2,1,0.8571428571428571,0.5667552243467855,0.0,0.0,0.0,0.0
178,0.32142857142857145,17.28107480071111,5,3,1,0.6785714285714286,0.4290234087165775,0.0,0.0,0.0,0.0
179,0.25,14.770443076739436,3,4,2,0.75,0.4753639037314036,0.0,0.0,0.0,0.0
180,0.5714285714285714,37.69870983044465,4,5,1,0.42857142857142855,0.26747911904286803,0.0,0.0,0.0,0.0
181,0.39285714285714285,24.157001578431338,3,5,1,0.6071428571428571,0.38018586036444824,0.0,0.0,0.0,0.0
182,0.39285714285714285,20.906110409423167,4,5,2,0.6071428571428571,0.3825454597413902,0.0,0.0,0.0,0.0
183,0.6785714285714286,42.91088055226542,4,6,2,0.32142857142857145,0.20196650242746383,0.0,0.0,0.0,0.0
184,0.5357142857142857,31.489665105350657,3,6,2,0.4642857142857143,0.29088303593035225,0.0,0.0,0.0,0.0
185,0.25,14.79789075131268,3,5,2,0.75,0.4753198358120537,0.0,0.0,0.0,0.0
186,0.35714285714285715,17.68345785422266,4,5,1,0.6428571428571429,0.4071235988682529,0.0,0.0,0.0,0.0
187,0.17857142857142858,11.021414862188138,3,2,2,0.8214285714285714,0.5261310964296253,0.0,0.0,0.0,0.0
188,0.4642857142857143,24.76168827418756,4,6,1,0.5357142857142857,0.33695550412578856,0.0,0.0,0.0,0.0
189,0.5,31.557295896127002,3,6,2,0.5,0.31228603263846555,0.0,0.0,0.0,0.0
190,0.5,29.833906582602783,4,4,1,0.5,0.31297273178565344,0.0,0.0,0.0,0.0
191,0.4642857142857143,27.19947923441866,4,6,2,0.5357142857142857,0.33561323053787095,0.0,0.0,0.0,0.0
192,0.5714285714285714,31.652457862718762,4,5,1,0.42857142857142855,0.2693930835019793,0.0,0.0,0.0,0.0
193,0.5357142857142857,28.73033936245623,4,7,2,0.4642857142857143,0.29202569813503554,0.0,0.0,0.0,0.0
194,0.32142857142857145,17.742203068787976,3,5,2,0.6785714285714286,0.4284850653417499,0.0,0.0,0.0,0.0
195,0.4642857142857143,27.9700983174894,3,6,2,0.5357142857142857,0.3352359115216672,0.0,0.0,0.0,0.0
196,0.5357142857142857,28.075262201525113,4,7,2,0.4642857142857143,0.29232882815144057,0.0,0.0,0.0,0.0
197,0.4642857142857143,27.501394065195893,3,5,2,0.5357142857142857,0.3354629726611923,0.0,0.0,0.0,0.0
198,0.5,27.889903485431756,3,5,1,0.5,0.3138456675773149,0.0,0.0,0.0,0.0
199,0.32142857142857145,22.496351739406755,3,4,2,0.6785714285714286,0.42416677661922175,0.0,0.0,0.0,0.0
200,0.6785714285714286,39.40987916008089,4,6,2,0.32142857142857145,0.202755712422655,0.0,0.0,0.0,0.0
201,0.6428571428571429,38.87238314461306,4,6,2,0.35714285714285715,0.22431772061323274,0.0,0.0,0.0,0.0
202,0.35714285714285715,23.475168445722073,2,6,3,0.6428571428571429,0.40205738058969254,0.0,0.0,0.0,0.0
203,0.2857142857142857,19.800968213320793,2,3,2,0.7142857142857143,0.44780130267622353,0.0,0.0,0.0,0.0
204,0.39285714285714285,25.99917418230794,3,4,3,0.6071428571428571,0.37910098223795075,0.0,0.0,0.0,0.0
205,0.32142857142857145,16.00153722107882,3,6,2,0.6785714285714286,0.4306701414583055,0.0,0.0,0.0,0.0
206,0.39285714285714285,23.307041340253473,4,5,2,0.6071428571428571,0.38074185118862824,0.0,0.0,0.0,0.0
207,0.7142857142857143,39.251194033494606,5,7,1,0.2857142857142857,0.1813661648243634,0.0,0.0,0.0,0.0
208,0.5357142857142857,28.51080631695687,3,7,2,0.4642857142857143,0.2921257854298571,0.0,0.0,0.0,0.0
209,0.4642857142857143,27.532373849021806,4,5,1,0.5357142857142857,0.33544773443675946,0.0,0.0,0.0,0.0
210,0.32142857142857145,17.655352390415764,3,4,1,0.6785714285714286,0.4285844247760422,0.0,0.0,0.0,0.0
211,0.39285714285714285,24.157001578431338,3,5,2,0.6071428571428571,0.38018586036444824,0.0,0.0,0.0,0.0
212,0.5,37.37755248616562,2,6,3,0.5,0.31042275950620324,0.0,0.0,0.0,0.0
213,0.6071428571428571,37.8954882279071,4,6,1,0.39285714285714285,0.24599825483831905,0.0,0.0,0.0,0.0
214,0.39285714285714285,24.064663437204366,3,4,1,0.6071428571428571,0.38024443645256634,0.0,0.0,0.0,0.0
215,0.32142857142857145,18.007635979925677,3,5,2,0.6785714285714286,0.42818703120124335,0.0,0.0,0.0,0.0
216,0.5,33.36782565849286,4,5,2,0.5,0.3116387927468769,0.0,0.0,0.0,0.0
217,0.4642857142857143,33.802319523476385,2,5,4,0.5357142857142857,0.3329220582270641,0.0,0.0,0.0,0.0
218,0.75,39.28822998659949,5,7,2,0.25,0.15992845801697042,0.0,0.0,0.0,0.0
219,0.5,30.489440030557727,4,7,2,0.5,0.31270267110535577,0.0,0.0,0.0,0.0
220,0.21428571428571427,11.021414862188138,4,2,2,0.7857142857142857,0.504702525001054,0.0,0.0,0.0,0.0
221,0.42857142857142855,29.807748121033093,2,5,2,0.5714285714285714,0.35584088962203264,0.0,0.0,0.0,0.0
222,0.5714285714285714,34.947951569285195,3,5,3,0.42857142857142855,0.2682700558437081,0.0,0.0,0.0,0.0
223,0.35714285714285715,21.04129998391085,3,6,1,0.6428571428571429,0.4038620356333913,0.0,0.0,0.0,0.0
224,0.5,40.75021500585984,2,4,2,0.5,0.3095807889838138,0.0,0.0,0.0,0.0
225,0.5357142857142857,31.489665105350657,3,6,2,0.4642857142857143,0.29088303593035225,0.0,0.0,0.0,0.0
226,0.2857142857142857,16.91419140966208,3,4,1,0.7142857142857143,0.45090009475863135,0.0,0.0,0.0,0.0
227,0.42857142857142855,21.679398265513225,3,6,2,0.5714285714285714,0.36049429510065045,0.0,0.0,0.0,0.0
228,0.5714285714285714,32.275645631270685,3,6,1,0.42857142857142855,0.26916366071891473,0.0,0.0,0.0,0.0
229,0.6071428571428571,34.86989673149917,4,7,2,0.39285714285714285,0.2468656978020919,0.0,0.0,0.0,0.0
230,0.39285714285714285,23.826303570043148,3,7,2,0.6071428571428571,0.3803976577682173,0.0,0.0,0.0,0.0
231,0.7142857142857143,42.81500255681472,4,6,2,0.2857142857142857,0.1805578645167396,0.0,0.0,0.0,0.0
232,0.21428571428571427,9.559431497025434,3,3,2,0.7857142857142857,0.5093093986409719,0.0,0.0,0.0,0.0
233,0.2857142857142857,19.95907488240143,2,3,2,0.7142857142857143,0.44765624038895135,0.0,0.0,0.0,0.0
234,0.39285714285714285,19.469773815718067,3,7,2,0.6071428571428571,0.3838267216070972,0.0,0.0,0.0,0.0
235,0.42857142857142855,26.685438675871904,4,5,2,0.5714285714285714,0.3573051711034355,0.0,0.0,0.0,0.0
236,0.42857142857142855,23.992243871938683,4,5,1,0.5714285714285714,0.3588621083196126,0.0,0.0,0.0,0.0
237,0.6071428571428571,35.100374293933434,4,7,3,0.39285714285714285,0.24679450324175933,0.0,0.0,0.0,0.0
238,0.32142857142857145,16.746702646832013,4,4,2,0.6785714285714286,0.42968225547280015,0.0,0.0,0.0,0.0
239,0.2857142857142857,17.264226332401986,3,5,1,0.7142857142857143,0.4504721646179576,0.0,0.0,0.0,0.0
240,0.39285714285714285,23.307041340253473,4,5,1,0.6071428571428571,0.38074185118862824,0.0,0.0,0.0,0.0
