perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives
41,0.375,227.07782459255722,9,9,2,0.625,0.37675378733427756,0.0,0.0,0.0,0.0
42,0.5166666666666667,358.4444382310286,6,14,2,0.48333333333333334,0.2911128284581854,0.0,0.0,0.0,0.0
43,0.4166666666666667,207.56140995303488,8,12,2,0.5833333333333334,0.351917900344508,0.0,0.0,0.0,0.0
44,0.575,450.06581206003995,8,13,2,0.425,0.2558867885556948,0.0,0.0,0.0,0.0
45,0.6333333333333333,510.43912089494404,8,14,2,0.36666666666666664,0.22078210677216104,0.0,0.0,0.0,0.0
46,0.65,524.0115207529975,9,15,2,0.35,0.21076188804281148,0.0,0.0,0.0,0.0
47,0.6083333333333333,504.190170267942,9,15,1,0.39166666666666666,0.23579178104314236,0.0,0.0,0.0,0.0
48,0.475,271.9461580683855,6,14,2,0.525,0.3164654904939156,0.0,0.0,0.0,0.0
49,0.5416666666666666,385.1329059724738,8,14,2,0.4583333333333333,0.2760359127487273,0.0,0.0,0.0,0.0
50,0.55,417.50236872422096,9,15,2,0.45,0.2709557890943828,0.0,0.0,0.0,0.0
51,0.6,589.1751696927494,7,12,1,0.4,0.2406777648748053,0.0,0.0,0.0,0.0
52,0.44166666666666665,312.02638703125876,6,10,1,0.5583333333333333,0.33627784754439904,0.0,0.0,0.0,0.0
53,0.5583333333333333,457.565924471002,8,12,1,0.44166666666666665,0.26587228461308243,0.0,0.0,0.0,0.0
54,0.675,667.1562727036943,9,14,1,0.325,0.19559866234343848,0.0,0.0,0.0,0.0
55,0.5416666666666666,384.37593993486263,7,12,2,0.4583333333333333,0.27603794751708577,0.0,0.0,0.0,0.0
56,0.5583333333333333,346.69263548898687,11,15,2,0.44166666666666665,0.26615044139326516,0.0,0.0,0.0,0.0
57,0.3416666666666667,162.050736512529,7,12,2,0.6583333333333333,0.39745322412247586,0.0,0.0,0.0,0.0
58,0.775,938.2317172822027,9,14,2,0.225,0.13542587999600086,0.0,0.0,0.0,0.0
59,0.55,336.7997483701059,9,14,1,0.45,0.2711841335049241,0.0,0.0,0.0,0.0
60,0.5666666666666667,371.12064180084275,9,14,1,0.43333333333333335,0.2610749202142193,0.0,0.0,0.0,0.0
61,0.575,355.73830294932696,11,15,1,0.425,0.2561212701206823,0.0,0.0,0.0,0.0
62,0.49166666666666664,264.5330945694826,8,13,2,0.5083333333333333,0.3065064035639269,0.0,0.0,0.0,0.0
63,0.6,489.90085092457485,11,13,1,0.4,0.24081482849183622,0.0,0.0,0.0,0.0
64,0.44166666666666665,244.01384760086847,9,13,1,0.5583333333333333,0.33663256078755033,0.0,0.0,0.0,0.0
65,0.5,319.5009145678543,8,13,2,0.5,0.3012480463606144,0.0,0.0,0.0,0.0
66,0.5166666666666667,338.8469776296217,10,13,2,0.48333333333333334,0.2911770003158184,0.0,0.0,0.0,0.0
67,0.44166666666666665,244.6498306195961,9,11,2,0.5583333333333333,0.336628334116865,0.0,0.0,0.0,0.0
68,0.5166666666666667,342.72057871003994,8,13,1,0.48333333333333334,0.29116373596687506,0.0,0.0,0.0,0.0
69,0.4583333333333333,262.6844953480091,7,12,3,0.5416666666666666,0.3265169644292968,0.0,0.0,0.0,0.0
70,0.6166666666666667,664.9173370365938,9,12,2,0.38333333333333336,0.23060067515553806,0.0,0.0,0.0,0.0
71,0.6,497.1640175355499,9,14,1,0.4,0.24080294839835847,0.0,0.0,0.0,0.0
72,0.44166666666666665,273.9988074292686,6,13,2,0.5583333333333333,0.3364545517623849,0.0,0.0,0.0,0.0
73,0.525,299.1962827343853,8,15,1,0.475,0.28633246153602077,0.0,0.0,0.0,0.0
74,0.675,671.2358093535391,8,13,2,0.325,0.19559502929542627,0.0,0.0,0.0,0.0
75,0.6333333333333333,506.26401100214906,9,15,1,0.36666666666666664,0.220788544015196,0.0,0.0,0.0,0.0
76,0.6166666666666667,461.52031551679636,9,14,1,0.38333333333333336,0.2308648268769623,0.0,0.0,0.0,0.0
77,0.45,276.16264130553583,8,10,2,0.55,0.33144319594486416,0.0,0.0,0.0,0.0
78,0.5333333333333333,334.4101240376976,9,14,1,0.4666666666666667,0.281192569846088,0.0,0.0,0.0,0.0
79,0.25,92.21032722848373,7,12,2,0.75,0.45429136997898834,0.0,0.0,0.0,0.0
80,0.35833333333333334,180.7908174418492,5,10,1,0.6416666666666667,0.3872003311587944,0.0,0.0,0.0,0.0
81,0.425,223.55440766489625,8,12,2,0.575,0.34678130549366426,0.0,0.0,0.0,0.0
82,0.48333333333333334,263.13042062151277,6,13,2,0.5166666666666667,0.3115144033733743,0.0,0.0,0.0,0.0
83,0.5166666666666667,393.74035934012574,7,13,2,0.48333333333333334,0.29101332430428106,0.0,0.0,0.0,0.0
84,0.4083333333333333,257.5023118301371,7,10,1,0.5916666666666667,0.35654737494287025,0.0,0.0,0.0,0.0
85,0.5083333333333333,349.4929912363183,9,12,2,0.49166666666666664,0.2961412496397975,0.0,0.0,0.0,0.0
86,0.4166666666666667,226.77675755055787,9,10,1,0.5833333333333334,0.35175610542665314,0.0,0.0,0.0,0.0
87,0.5,269.1850160199775,11,15,1,0.5,0.3014804669995852,0.0,0.0,0.0,0.0
88,0.4,201.26339926620795,10,9,1,0.6,0.3619776192897537,0.0,0.0,0.0,0.0
89,0.5916666666666667,522.9760560835839,8,12,2,0.4083333333333333,0.24576339366151534,0.0,0.0,0.0,0.0
90,0.5416666666666666,376.1853007395329,10,15,1,0.4583333333333333,0.2760604867136014,0.0,0.0,0.0,0.0
91,0.5583333333333333,429.1245174286267,8,13,2,0.44166666666666665,0.26592996326364116,0.0,0.0,0.0,0.0
92,0.3416666666666667,146.79704096135353,6,13,1,0.6583333333333333,0.397706414129797,0.0,0.0,0.0,0.0
93,0.475,317.9926119446149,6,13,2,0.525,0.31625394753678326,0.0,0.0,0.0,0.0
94,0.55,416.22780389408814,8,12,1,0.45,0.27095870887861895,0.0,0.0,0.0,0.0
95,0.4666666666666667,290.86633498667135,10,12,3,0.5333333333333333,0.32137049036511267,0.0,0.0,0.0,0.0
96,0.36666666666666664,166.31348976949857,9,12,1,0.6333333333333333,0.38239072175561617,0.0,0.0,0.0,0.0
97,0.35833333333333334,143.8557607695547,8,14,2,0.6416666666666667,0.3877613675691942,0.0,0.0,0.0,0.0
98,0.6416666666666667,555.7843099675964,8,14,3,0.35833333333333334,0.21571841104865763,0.0,0.0,0.0,0.0
99,0.6916666666666667,684.5603395581111,9,14,2,0.30833333333333335,0.18558346432388118,0.0,0.0,0.0,0.0
100,0.5833333333333334,411.3503706856913,9,14,2,0.4166666666666667,0.25097004884301377,0.0,0.0,0.0,0.0
101,0.5666666666666667,409.7370305782756,7,14,2,0.43333333333333335,0.26097385911232995,0.0,0.0,0.0,0.0
102,0.48333333333333334,266.9155651815694,9,13,1,0.5166666666666667,0.3114930076934086,0.0,0.0,0.0,0.0
103,0.375,179.98526575205923,7,10,2,0.625,0.3772101246658829,0.0,0.0,0.0,0.0
104,0.30833333333333335,115.65334135021074,7,10,1,0.6916666666666667,0.41842896307444066,0.0,0.0,0.0,0.0
105,0.5333333333333333,351.96739508553816,8,13,2,0.4666666666666667,0.2811332491487013,0.0,0.0,0.0,0.0
106,0.575,524.7832214450374,7,15,2,0.425,0.2557607698071853,0.0,0.0,0.0,0.0
107,0.575,534.79520567366,10,12,2,0.425,0.25574655389925915,0.0,0.0,0.0,0.0
108,0.5583333333333333,403.57473871000246,7,13,2,0.44166666666666665,0.2659886924756484,0.0,0.0,0.0,0.0
109,0.26666666666666666,114.92354746308946,8,7,2,0.7333333333333333,0.44345055002847766,0.0,0.0,0.0,0.0
110,0.45,259.157015652283,6,11,1,0.55,0.3315375330125043,0.0,0.0,0.0,0.0
111,0.45,266.9249416934435,8,12,2,0.55,0.3314929554429378,0.0,0.0,0.0,0.0
112,0.4,261.1832500401613,10,9,1,0.6,0.3615256504751494,0.0,0.0,0.0,0.0
113,0.575,490.21820442505674,11,12,1,0.425,0.25581430206860545,0.0,0.0,0.0,0.0
114,0.525,294.7990349969684,10,14,2,0.475,0.2863522694555244,0.0,0.0,0.0,0.0
115,0.425,238.81966031740444,6,12,1,0.575,0.34666791996732294,0.0,0.0,0.0,0.0
116,0.4583333333333333,255.03007370850435,9,14,1,0.5416666666666666,0.32656231646621103,0.0,0.0,0.0,0.0
117,0.5166666666666667,319.0207200484689,9,14,2,0.48333333333333334,0.29124991906755104,0.0,0.0,0.0,0.0
118,0.3333333333333333,156.48901120989387,6,11,2,0.6666666666666666,0.40253985974594064,0.0,0.0,0.0,0.0
119,0.4166666666666667,228.5332181124096,8,12,2,0.5833333333333334,0.3517426671541899,0.0,0.0,0.0,0.0
120,0.4583333333333333,260.5299171202082,7,11,2,0.5416666666666666,0.3265294617319676,0.0,0.0,0.0,0.0
121,0.5333333333333333,361.87379685580567,8,14,2,0.4666666666666667,0.2811023116120972,0.0,0.0,0.0,0.0
122,0.5583333333333333,372.87720331396787,8,14,2,0.44166666666666665,0.2660698699906132,0.0,0.0,0.0,0.0
123,0.625,486.0869255651154,8,15,2,0.375,0.22582120865702948,0.0,0.0,0.0,0.0
124,0.4083333333333333,197.93635224435755,9,12,1,0.5916666666666667,0.3570106933473308,0.0,0.0,0.0,0.0
125,0.625,485.6267216635502,10,15,1,0.375,0.22582198527576236,0.0,0.0,0.0,0.0
126,0.4083333333333333,213.84837977889956,7,11,2,0.5916666666666667,0.3568617780614014,0.0,0.0,0.0,0.0
127,0.675,610.7533618521528,10,14,2,0.325,0.19565385827842274,0.0,0.0,0.0,0.0
128,0.48333333333333334,311.91814572528875,10,10,1,0.5166666666666667,0.3112782895637862,0.0,0.0,0.0,0.0
129,0.6583333333333333,622.7831104938433,8,15,2,0.3416666666666667,0.20564124852576293,0.0,0.0,0.0,0.0
130,0.44166666666666665,302.8120624965859,5,13,2,0.5583333333333333,0.3363166034182876,0.0,0.0,0.0,0.0
131,0.38333333333333336,168.9962281833379,7,15,2,0.6166666666666667,0.3723529933827038,0.0,0.0,0.0,0.0
132,0.4666666666666667,291.4886455052736,6,13,1,0.5333333333333333,0.32136757445510056,0.0,0.0,0.0,0.0
133,0.6916666666666667,744.8463966238456,6,14,2,0.30833333333333335,0.18553630345579286,0.0,0.0,0.0,0.0
134,0.35833333333333334,153.27300647981565,6,12,1,0.6416666666666667,0.3875928061501306,0.0,0.0,0.0,0.0
135,0.4583333333333333,278.9332801948266,8,13,2,0.5416666666666666,0.32642891191687395,0.0,0.0,0.0,0.0
136,0.4583333333333333,208.1592542818785,10,14,2,0.5416666666666666,0.32691241836931084,0.0,0.0,0.0,0.0
137,0.55,525.4293335214148,7,14,2,0.45,0.27075983607775855,0.0,0.0,0.0,0.0
138,0.525,385.88319554464636,5,15,2,0.475,0.2860339037844145,0.0,0.0,0.0,0.0
139,0.5333333333333333,331.4714163948025,11,13,1,0.4666666666666667,0.2812031109451075,0.0,0.0,0.0,0.0
140,0.39166666666666666,209.52638806258244,9,11,1,0.6083333333333333,0.36689999934773543,0.0,0.0,0.0,0.0
141,0.425,225.69674134811427,8,13,2,0.575,0.346764471767972,0.0,0.0,0.0,0.0
142,0.5333333333333333,399.5612190517162,9,13,2,0.4666666666666667,0.28099859891815515,0.0,0.0,0.0,0.0
143,0.3333333333333333,155.94365019203036,8,9,2,0.6666666666666666,0.4025486854645637,0.0,0.0,0.0,0.0
144,0.55,389.14373467937463,8,11,2,0.45,0.2710252631644301,0.0,0.0,0.0,0.0
145,0.7083333333333334,600.4133457451302,9,14,1,0.2916666666666667,0.17566509997297186,0.0,0.0,0.0,0.0
146,0.45,320.3049025424192,8,13,2,0.55,0.3312449234258017,0.0,0.0,0.0,0.0
147,0.475,306.5174442789364,9,12,2,0.525,0.3163007392180236,0.0,0.0,0.0,0.0
148,0.48333333333333334,287.0185541220074,8,14,2,0.5166666666666667,0.31138879941682696,0.0,0.0,0.0,0.0
149,0.375,221.26045098700294,7,8,2,0.625,0.3767996904002655,0.0,0.0,0.0,0.0
150,0.525,327.7879540549761,10,13,1,0.475,0.2862165895832458,0.0,0.0,0.0,0.0
151,0.49166666666666664,328.7467056241706,8,12,2,0.5083333333333333,0.30621305230098617,0.0,0.0,0.0,0.0
152,0.5,352.66788122130055,9,13,1,0.5,0.3011310045984914,0.0,0.0,0.0,0.0
153,0.475,277.92578756115904,6,13,2,0.525,0.31643407321172234,0.0,0.0,0.0,0.0
154,0.425,177.24251417467423,9,14,1,0.575,0.34724413351580086,0.0,0.0,0.0,0.0
155,0.4583333333333333,289.8666717139564,8,11,1,0.5416666666666666,0.32637520052621694,0.0,0.0,0.0,0.0
156,0.5166666666666667,399.5940255778619,6,12,1,0.48333333333333334,0.2909985171381999,0.0,0.0,0.0,0.0
157,0.5583333333333333,391.4644010547219,8,13,1,0.44166666666666665,0.26601920071967045,0.0,0.0,0.0,0.0
158,0.4166666666666667,300.3020992045776,6,11,2,0.5833333333333334,0.3513275712351689,0.0,0.0,0.0,0.0
159,0.48333333333333334,295.10396729956534,5,12,2,0.5166666666666667,0.31135087686817564,0.0,0.0,0.0,0.0
160,0.525,364.6714334525475,6,11,2,0.475,0.2860938781742488,0.0,0.0,0.0,0.0
161,0.5416666666666666,451.2328558623845,8,12,2,0.4583333333333333,0.275884500086216,0.0,0.0,0.0,0.0
162,0.36666666666666664,161.19079641706418,9,9,1,0.6333333333333333,0.3824662311847302,0.0,0.0,0.0,0.0
163,0.475,291.7119058038282,11,12,1,0.525,0.31636653136435133,0.0,0.0,0.0,0.0
164,0.6,525.9709316187045,9,13,1,0.4,0.2407590551508625,0.0,0.0,0.0,0.0
165,0.36666666666666664,165.85809140635706,7,10,1,0.6333333333333333,0.38239724664610875,0.0,0.0,0.0,0.0
166,0.6083333333333333,502.27949264372916,10,13,1,0.39166666666666666,0.2357947870037358,0.0,0.0,0.0,0.0
167,0.43333333333333335,253.54607033698707,5,11,2,0.5666666666666667,0.34157142476986757,0.0,0.0,0.0,0.0
168,0.625,549.7803417780206,7,14,1,0.375,0.22572624233230387,0.0,0.0,0.0,0.0
169,0.575,508.0817278808659,8,13,2,0.425,0.2557857284559497,0.0,0.0,0.0,0.0
170,0.575,582.6321488243615,7,13,3,0.425,0.2556853632048983,0.0,0.0,0.0,0.0
171,0.3416666666666667,160.04198196042069,7,10,2,0.6583333333333333,0.39748382437381025,0.0,0.0,0.0,0.0
172,0.5916666666666667,458.33415558214944,7,14,2,0.4083333333333333,0.24587082572706365,0.0,0.0,0.0,0.0
173,0.4583333333333333,242.14946004502337,8,13,1,0.5416666666666666,0.32664507870972015,0.0,0.0,0.0,0.0
174,0.4,167.8783559973514,7,12,2,0.6,0.36236856877032997,0.0,0.0,0.0,0.0
175,0.38333333333333336,220.6365706718205,8,10,1,0.6166666666666667,0.3718047563124962,0.0,0.0,0.0,0.0
176,0.4166666666666667,212.83549408457733,8,10,2,0.5833333333333334,0.3518705968422706,0.0,0.0,0.0,0.0
177,0.5416666666666666,440.79739722643575,7,12,1,0.4583333333333333,0.2759053923868977,0.0,0.0,0.0,0.0
178,0.4666666666666667,289.98653101624814,7,14,2,0.5333333333333333,0.3213746340719037,0.0,0.0,0.0,0.0
179,0.6416666666666667,578.926700203869,9,13,1,0.35833333333333334,0.21568974234133265,0.0,0.0,0.0,0.0
180,0.575,437.24928272783825,11,11,2,0.425,0.2559127225434581,0.0,0.0,0.0,0.0
181,0.45,273.9851064689805,10,14,1,0.55,0.33145462423451333,0.0,0.0,0.0,0.0
182,0.55,462.87045205511527,7,13,1,0.45,0.27086230972080205,0.0,0.0,0.0,0.0
183,0.36666666666666664,157.62591072093971,8,13,1,0.6333333333333333,0.38252165612907785,0.0,0.0,0.0,0.0
184,0.5833333333333334,481.5683474669644,9,13,2,0.4166666666666667,0.2508288981283161,0.0,0.0,0.0,0.0
185,0.6583333333333333,604.2915690440474,10,14,1,0.3416666666666667,0.20566083854535044,0.0,0.0,0.0,0.0
186,0.4,203.18032434544367,9,10,2,0.6,0.36195905262312766,0.0,0.0,0.0,0.0
187,0.35,176.65127770378172,8,11,1,0.65,0.3922516021565967,0.0,0.0,0.0,0.0
188,0.48333333333333334,302.51595566566453,7,14,1,0.5166666666666667,0.3113178878821139,0.0,0.0,0.0,0.0
189,0.5666666666666667,425.75401534486076,10,15,1,0.43333333333333335,0.2609373081110362,0.0,0.0,0.0,0.0
190,0.4083333333333333,203.08792236304646,8,15,2,0.5916666666666667,0.3569599395954869,0.0,0.0,0.0,0.0
191,0.625,580.8104037110747,10,15,1,0.375,0.22568750919105018,0.0,0.0,0.0,0.0
192,0.44166666666666665,248.00154270004924,8,14,2,0.5583333333333333,0.33660641575012984,0.0,0.0,0.0,0.0
193,0.36666666666666664,186.66209717403316,7,12,1,0.6333333333333333,0.38213149062076746,0.0,0.0,0.0,0.0
194,0.44166666666666665,260.29555787579795,10,14,1,0.5583333333333333,0.3365308335252686,0.0,0.0,0.0,0.0
195,0.325,127.54498621610621,6,11,2,0.675,0.40811175108243836,0.0,0.0,0.0,0.0
196,0.6333333333333333,500.8896548692912,8,14,2,0.36666666666666664,0.220796987935733,0.0,0.0,0.0,0.0
197,0.48333333333333334,242.43063822623344,9,14,1,0.5166666666666667,0.3116431785370757,0.0,0.0,0.0,0.0
198,0.625,627.5166222136363,7,13,2,0.375,0.2256364191269774,0.0,0.0,0.0,0.0
199,0.2916666666666667,101.438415599791,6,10,1,0.7083333333333334,0.42890478511072183,0.0,0.0,0.0,0.0
200,0.43333333333333335,252.30811187788186,9,11,2,0.5666666666666667,0.34157910458151,0.0,0.0,0.0,0.0
201,0.525,455.45428636484377,5,13,2,0.475,0.2858763199556862,0.0,0.0,0.0,0.0
202,0.6,524.7645140335042,11,14,2,0.4,0.2407607968764025,0.0,0.0,0.0,0.0
203,0.36666666666666664,156.96489956897977,9,10,2,0.6333333333333333,0.382532208111368,0.0,0.0,0.0,0.0
204,0.49166666666666664,332.56787807495675,9,13,1,0.5083333333333333,0.30619915623263383,0.0,0.0,0.0,0.0
205,0.5833333333333334,403.848480138816,9,15,2,0.4166666666666667,0.25098802396358955,0.0,0.0,0.0,0.0
206,0.5,325.8557128502836,8,12,1,0.5,0.30122378157784624,0.0,0.0,0.0,0.0
207,0.4666666666666667,268.81880275438806,8,14,1,0.5333333333333333,0.32148247637272376,0.0,0.0,0.0,0.0
208,0.575,411.5996029304018,9,13,1,0.425,0.2559694628815905,0.0,0.0,0.0,0.0
209,0.38333333333333336,173.33316012177474,7,11,1,0.6166666666666667,0.3722944573466149,0.0,0.0,0.0,0.0
210,0.4583333333333333,267.35143707166617,5,14,3,0.5416666666666666,0.32649058266415465,0.0,0.0,0.0,0.0
211,0.425,236.2664934712802,7,12,1,0.575,0.3466858680471392,0.0,0.0,0.0,0.0
212,0.4583333333333333,265.0956036883715,10,14,1,0.5416666666666666,0.3265032191229602,0.0,0.0,0.0,0.0
213,0.5583333333333333,404.80321142485315,9,13,1,0.44166666666666665,0.2659856994443083,0.0,0.0,0.0,0.0
214,0.5166666666666667,350.1371021284296,11,13,1,0.48333333333333334,0.29113915618023667,0.0,0.0,0.0,0.0
215,0.44166666666666665,244.42676488945958,7,11,1,0.5583333333333333,0.3366298140921189,0.0,0.0,0.0,0.0
216,0.43333333333333335,238.08122131334565,10,13,2,0.5666666666666667,0.3416730715938403,0.0,0.0,0.0,0.0
217,0.4166666666666667,208.96135917241298,10,12,2,0.5833333333333334,0.3519051124529611,0.0,0.0,0.0,0.0
218,0.525,376.0902588613555,8,15,2,0.475,0.28606075399881137,0.0,0.0,0.0,0.0
219,0.48333333333333334,324.96498258231077,8,13,1,0.5166666666666667,0.3112271256772159,0.0,0.0,0.0,0.0
220,0.4083333333333333,215.86838859866208,11,10,2,0.5916666666666667,0.3568444366308279,0.0,0.0,0.0,0.0
221,0.48333333333333334,382.86493890724876,7,11,2,0.5166666666666667,0.3110420331722368,0.0,0.0,0.0,0.0
222,0.5083333333333333,384.65324760486993,9,12,2,0.49166666666666664,0.2960372011709592,0.0,0.0,0.0,0.0
223,0.4583333333333333,316.63823879816334,9,10,1,0.5416666666666666,0.32625929422576283,0.0,0.0,0.0,0.0
224,0.5,338.8103206102049,9,13,1,0.5,0.30117712728466195,0.0,0.0,0.0,0.0
225,0.4083333333333333,206.78567353658104,10,12,2,0.5916666666666667,0.3569250605356561,0.0,0.0,0.0,0.0
226,0.35,144.19369729807866,7,11,2,0.65,0.392754940520447,0.0,0.0,0.0,0.0
227,0.3333333333333333,122.03982079621058,9,11,2,0.6666666666666666,0.40325098002753523,0.0,0.0,0.0,0.0
228,0.43333333333333335,269.4043255418246,9,12,2,0.5666666666666667,0.34147926627726277,0.0,0.0,0.0,0.0
229,0.5666666666666667,460.15459813039325,9,14,2,0.43333333333333335,0.26086738807684384,0.0,0.0,0.0,0.0
230,0.4666666666666667,265.3372036659449,9,13,2,0.5333333333333333,0.32150185552185073,0.0,0.0,0.0,0.0
231,0.475,357.8534511218811,9,11,2,0.525,0.31611466114858167,0.0,0.0,0.0,0.0
232,0.525,423.3538824476416,8,12,2,0.475,0.28594260949774464,0.0,0.0,0.0,0.0
233,0.5583333333333333,411.7408787865986,9,13,1,0.44166666666666665,0.2659691310470045,0.0,0.0,0.0,0.0
234,0.6083333333333333,508.8328473208947,8,13,2,0.39166666666666666,0.23578457086886795,0.0,0.0,0.0,0.0
235,0.43333333333333335,209.76954911052795,8,13,1,0.5666666666666667,0.3418978073525708,0.0,0.0,0.0,0.0
236,0.7,663.1595723596812,7,15,2,0.3,0.18060226490236198,0.0,0.0,0.0,0.0
237,0.575,469.74524396972504,7,15,2,0.425,0.2558497164976683,0.0,0.0,0.0,0.0
238,0.4666666666666667,273.8286793566091,8,14,2,0.5333333333333333,0.32145545217819493,0.0,0.0,0.0,0.0
239,0.5833333333333334,514.9638852391316,9,13,2,0.4166666666666667,0.25077524805794216,0.0,0.0,0.0,0.0
240,0.6,459.7855033229466,6,13,2,0.4,0.24086808286527117,0.0,0.0,0.0,0.0
241,0.5,377.9124893756059,5,11,1,0.5,0.30105565271986445,0.0,0.0,0.0,0.0
242,0.5083333333333333,318.5277172801668,10,13,1,0.49166666666666664,0.29625184758118894,0.0,0.0,0.0,0.0
243,0.3333333333333333,104.98820548175986,8,11,2,0.6666666666666666,0.40377400483555537,0.0,0.0,0.0,0.0
244,0.575,535.02216672258,7,13,2,0.425,0.25574623779543626,0.0,0.0,0.0,0.0
245,0.525,458.32027939566547,9,14,1,0.475,0.285870852034938,0.0,0.0,0.0,0.0
246,0.4166666666666667,284.79470402895146,7,10,2,0.5833333333333334,0.35139960606113774,0.0,0.0,0.0,0.0
247,0.5833333333333334,461.3629403022553,9,13,1,0.4166666666666667,0.25086512123947147,0.0,0.0,0.0,0.0
248,0.48333333333333334,303.5683962824531,8,13,1,0.5166666666666667,0.31131333390096405,0.0,0.0,0.0,0.0
249,0.4583333333333333,289.8496341054324,8,10,1,0.5416666666666666,0.32637528108374725,0.0,0.0,0.0,0.0
