perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives,cluster,x,y,z,motif,adjudicator_note,final_label
47,0.6083333333333333,504.190170267942,9,15,1,0.3916666666666666,0.2357917810431423,0.0,0.0,0.0,0.0,0,0.002711595539163229,-0.034772495256997875,0.0019378912151418084,GD,,
48,0.475,271.9461580683855,6,14,2,0.525,0.3164654904939156,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
49,0.5416666666666666,385.1329059724738,8,14,2,0.4583333333333333,0.2760359127487273,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
50,0.55,417.50236872422096,9,15,2,0.45,0.2709557890943828,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
51,0.6,589.1751696927494,7,12,1,0.4,0.2406777648748053,0.0,0.0,0.0,0.0,3,0.17570810592185296,-0.13367296626823297,0.37857090905666435,GD,,
52,0.4416666666666666,312.0263870312588,6,10,1,0.5583333333333333,0.336277847544399,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
53,0.5583333333333333,457.565924471002,8,12,1,0.4416666666666666,0.2658722846130824,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
54,0.675,667.1562727036943,9,14,1,0.325,0.1955986623434384,0.0,0.0,0.0,0.0,2,-0.22724100214812304,-0.14235774967641637,0.398285910010449,GD,,
55,0.5416666666666666,384.3759399348626,7,12,2,0.4583333333333333,0.2760379475170857,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
56,0.5583333333333333,346.69263548898687,11,15,2,0.4416666666666666,0.2661504413932651,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
57,0.3416666666666667,162.050736512529,7,12,2,0.6583333333333333,0.3974532241224758,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
58,0.775,938.2317172822028,9,14,2,0.225,0.1354258799960008,0.0,0.0,0.0,0.0,2,-0.554851791093516,0.6313807148946067,0.3099358211476667,GD,,
59,0.55,336.7997483701059,9,14,1,0.45,0.2711841335049241,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
60,0.5666666666666667,371.1206418008428,9,14,1,0.4333333333333333,0.2610749202142193,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
61,0.575,355.73830294932696,11,15,1,0.425,0.2561212701206823,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
62,0.4916666666666666,264.5330945694826,8,13,2,0.5083333333333333,0.3065064035639269,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
63,0.6,489.90085092457485,11,13,1,0.4,0.2408148284918362,0.0,0.0,0.0,0.0,0,-0.00516701855827874,0.005480066118715566,-0.00734301900049731,GD,,
64,0.4416666666666666,244.01384760086847,9,13,1,0.5583333333333333,0.3366325607875503,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
65,0.5,319.5009145678543,8,13,2,0.5,0.3012480463606144,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
66,0.5166666666666667,338.8469776296217,10,13,2,0.4833333333333333,0.2911770003158184,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
67,0.4416666666666666,244.6498306195961,9,11,2,0.5583333333333333,0.336628334116865,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
68,0.5166666666666667,342.72057871003994,8,13,1,0.4833333333333333,0.291163735966875,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
69,0.4583333333333333,262.6844953480091,7,12,3,0.5416666666666666,0.3265169644292968,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
70,0.6166666666666667,664.9173370365938,9,12,2,0.3833333333333333,0.230600675155538,0.0,0.0,0.0,0.0,1,0.1405831140790112,0.3195387452676822,-0.43089376442272026,GD,,
71,0.6,497.1640175355499,9,14,1,0.4,0.2408029483983584,0.0,0.0,0.0,0.0,0,-0.014692352587256213,0.00020634439849916058,-0.007756315912610834,GD,,
72,0.4416666666666666,273.9988074292686,6,13,2,0.5583333333333333,0.3364545517623849,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
73,0.525,299.1962827343853,8,15,1,0.475,0.2863324615360207,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
74,0.675,671.2358093535391,8,13,2,0.325,0.1955950292954262,0.0,0.0,0.0,0.0,2,-0.34583561245431643,-0.23259439817937783,0.6952269359308231,GD,,
75,0.6333333333333333,506.26401100214906,9,15,1,0.3666666666666666,0.220788544015196,0.0,0.0,0.0,0.0,0,-0.12201025363843938,-0.04628045671022835,-0.05014735868147081,GD,,
76,0.6166666666666667,461.5203155167964,9,14,1,0.3833333333333333,0.2308648268769623,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,GD,,
77,0.45,276.16264130553583,8,10,2,0.55,0.3314431959448641,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
78,0.5333333333333333,334.4101240376976,9,14,1,0.4666666666666667,0.281192569846088,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
79,0.25,92.21032722848372,7,12,2,0.75,0.4542913699789883,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
80,0.3583333333333333,180.7908174418492,5,10,1,0.6416666666666667,0.3872003311587944,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
81,0.425,223.55440766489625,8,12,2,0.575,0.3467813054936642,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
82,0.4833333333333333,263.1304206215128,6,13,2,0.5166666666666667,0.3115144033733743,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
83,0.5166666666666667,393.74035934012574,7,13,2,0.4833333333333333,0.291013324304281,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
84,0.4083333333333333,257.5023118301371,7,10,1,0.5916666666666667,0.3565473749428702,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
85,0.5083333333333333,349.4929912363183,9,12,2,0.4916666666666666,0.2961412496397975,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
86,0.4166666666666667,226.77675755055787,9,10,1,0.5833333333333334,0.3517561054266531,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
87,0.5,269.1850160199775,11,15,1,0.5,0.3014804669995852,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
88,0.4,201.26339926620795,10,9,1,0.6,0.3619776192897537,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
89,0.5916666666666667,522.9760560835839,8,12,2,0.4083333333333333,0.2457633936615153,0.0,0.0,0.0,0.0,0,-0.024168404630009483,-0.0418497687030123,0.024395725177288538,Other,,
90,0.5416666666666666,376.1853007395329,10,15,1,0.4583333333333333,0.2760604867136014,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,FM/EM,,
91,0.5583333333333333,429.1245174286267,8,13,2,0.4416666666666666,0.2659299632636411,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
92,0.3416666666666667,146.79704096135353,6,13,1,0.6583333333333333,0.397706414129797,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
93,0.475,317.9926119446149,6,13,2,0.525,0.3162539475367832,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
94,0.55,416.22780389408814,8,12,1,0.45,0.2709587088786189,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
95,0.4666666666666667,290.86633498667135,10,12,3,0.5333333333333333,0.3213704903651126,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
96,0.3666666666666666,166.31348976949857,9,12,1,0.6333333333333333,0.3823907217556161,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
97,0.3583333333333333,143.8557607695547,8,14,2,0.6416666666666667,0.3877613675691942,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
98,0.6416666666666667,555.7843099675964,8,14,3,0.3583333333333333,0.2157184110486576,0.0,0.0,0.0,0.0,0,0.17427794440218033,0.006703327506513431,0.05741609753990698,GD,,
99,0.6916666666666667,684.5603395581111,9,14,2,0.3083333333333333,0.1855834643238811,0.0,0.0,0.0,0.0,2,-0.08448396646838657,0.3799428893169884,0.6745135630014684,GD,,
100,0.5833333333333334,411.3503706856913,9,14,2,0.4166666666666667,0.2509700488430137,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
101,0.5666666666666667,409.7370305782756,7,14,2,0.4333333333333333,0.2609738591123299,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
102,0.4833333333333333,266.9155651815694,9,13,1,0.5166666666666667,0.3114930076934086,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
103,0.375,179.98526575205923,7,10,2,0.625,0.3772101246658829,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
104,0.3083333333333333,115.65334135021074,7,10,1,0.6916666666666667,0.4184289630744406,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
105,0.5333333333333333,351.96739508553816,8,13,2,0.4666666666666667,0.2811332491487013,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
106,0.575,524.7832214450374,7,15,2,0.425,0.2557607698071853,0.0,0.0,0.0,0.0,0,-0.026933910954219112,0.0016131248851979378,-0.01814877696104909,Other,,
107,0.575,534.79520567366,10,12,2,0.425,0.2557465538992591,0.0,0.0,0.0,0.0,0,0.05650928459132692,0.009393158932703118,-0.030870019090426328,Other,,
108,0.5583333333333333,403.57473871000246,7,13,2,0.4416666666666666,0.2659886924756484,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
109,0.2666666666666666,114.92354746308946,8,7,2,0.7333333333333333,0.4434505500284776,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
110,0.45,259.157015652283,6,11,1,0.55,0.3315375330125043,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
111,0.45,266.9249416934435,8,12,2,0.55,0.3314929554429378,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
112,0.4,261.1832500401613,10,9,1,0.6,0.3615256504751494,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
113,0.575,490.2182044250568,11,12,1,0.425,0.2558143020686054,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
114,0.525,294.7990349969684,10,14,2,0.475,0.2863522694555244,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
115,0.425,238.81966031740444,6,12,1,0.575,0.3466679199673229,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
116,0.4583333333333333,255.03007370850435,9,14,1,0.5416666666666666,0.326562316466211,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
117,0.5166666666666667,319.0207200484689,9,14,2,0.4833333333333333,0.291249919067551,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
118,0.3333333333333333,156.48901120989387,6,11,2,0.6666666666666666,0.4025398597459406,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
119,0.4166666666666667,228.5332181124096,8,12,2,0.5833333333333334,0.3517426671541899,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
120,0.4583333333333333,260.5299171202082,7,11,2,0.5416666666666666,0.3265294617319676,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
121,0.5333333333333333,361.87379685580567,8,14,2,0.4666666666666667,0.2811023116120972,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
122,0.5583333333333333,372.8772033139679,8,14,2,0.4416666666666666,0.2660698699906132,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
123,0.625,486.0869255651154,8,15,2,0.375,0.2258212086570294,0.0,0.0,0.0,0.0,0,-0.03240387229973325,-0.025498309541348182,0.007347602721085902,GD,,
124,0.4083333333333333,197.93635224435755,9,12,1,0.5916666666666667,0.3570106933473308,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
125,0.625,485.6267216635502,10,15,1,0.375,0.2258219852757623,0.0,0.0,0.0,0.0,0,-0.0016297907293535466,-0.01267502382256469,0.009595569453958406,GD,,
126,0.4083333333333333,213.8483797788996,7,11,2,0.5916666666666667,0.3568617780614014,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
127,0.675,610.7533618521528,10,14,2,0.325,0.1956538582784227,0.0,0.0,0.0,0.0,2,-0.13616785284769853,-0.05002394918776631,0.4057565725777315,GD,,
128,0.4833333333333333,311.91814572528875,10,10,1,0.5166666666666667,0.3112782895637862,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
129,0.6583333333333333,622.7831104938433,8,15,2,0.3416666666666667,0.2056412485257629,0.0,0.0,0.0,0.0,1,-0.26964871885188396,0.30065447880621815,-0.5721596260607861,GD,,
130,0.4416666666666666,302.8120624965859,5,13,2,0.5583333333333333,0.3363166034182876,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
131,0.3833333333333333,168.9962281833379,7,15,2,0.6166666666666667,0.3723529933827038,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
132,0.4666666666666667,291.4886455052736,6,13,1,0.5333333333333333,0.3213675744551005,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
133,0.6916666666666667,744.8463966238456,6,14,2,0.3083333333333333,0.1855363034557928,0.0,0.0,0.0,0.0,0,0.06845367312656887,-0.33930786876856384,0.11752107439232944,GD,,
134,0.3583333333333333,153.27300647981565,6,12,1,0.6416666666666667,0.3875928061501306,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
135,0.4583333333333333,278.9332801948266,8,13,2,0.5416666666666666,0.3264289119168739,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
136,0.4583333333333333,208.1592542818785,10,14,2,0.5416666666666666,0.3269124183693108,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
137,0.55,525.4293335214148,7,14,2,0.45,0.2707598360777585,0.0,0.0,0.0,0.0,0,0.0013828893462061983,0.00030476290486823983,-0.0077924190761931465,Other,,
138,0.525,385.8831955446464,5,15,2,0.475,0.2860339037844145,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
139,0.5333333333333333,331.4714163948025,11,13,1,0.4666666666666667,0.2812031109451075,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
140,0.3916666666666666,209.52638806258244,9,11,1,0.6083333333333333,0.3668999993477354,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
141,0.425,225.69674134811427,8,13,2,0.575,0.346764471767972,0.0,0.0,0.0,0.0,0,-9.734500733849459e-19,2.1329868752998255e-18,4.1081450376361827e-19,Other,,
